Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code ,Previous Purchases,Payment Mode,Frequency of Purchases
814,44,Male,Boots,Footwear,2678,Chandigarh,L,Black,Winter,3.2,No,Next Day,No,Yes,31,Cash,Annually
815,36,Female,Watch,Accessories,849,Bangalore,XL,Yellow,Autumn,3.6,No,Express,No,No,22,Credit Card,Quarterly
816,26,Female,Sunglasses,Accessories,150,Pune,M,Navy,Spring,4.6,No,Store Pickup,Yes,No,39,Cash,Weekly
817,61,Female,Jeans,Clothing,2177,Hyderabad,L,Brown,Spring,2.6,No,Standard,No,Yes,20,UPI,Quarterly
818,51,Male,Saree,Clothing,2262,Mumbai,XL,White,Winter,2,Yes,Next Day,Yes,Yes,0,Credit Card,Weekly
819,46,Female,Ethnic Wear,Clothing,3415,Patna,XXL,Navy,Winter,2.6,No,Store Pickup,No,No,45,Credit Card,Annually
820,39,Male,Blazer,Outwear,2642,Patna,L,Blue,Winter,2.3,Yes,Store Pickup,Yes,Yes,50,Netbanking,Monthly
821,67,Male,Wallet,Accessories,2873,Patna,M,Pink,Spring,3.3,Yes,Next Day,No,No,37,Netbanking,Fortnightly
822,51,Female,Sneakers,Footwear,4599,Delhi,L,Pink,Winter,1.3,No,Standard,No,No,46,Cash,Monthly
823,61,Male,Windcheater,Outwear,3266,Kolkata,XL,Green,Spring,2.3,No,Express,No,Yes,39,Cash,Annually
824,55,Male,Jeans,Clothing,4359,Bhopal,M,Maroon,Winter,2,Yes,Express,Yes,No,46,Cash,Annually
825,41,Female,Jeans,Clothing,3358,Indore,XL,Black,Spring,1.7,No,Free Shipping,Yes,No,16,Netbanking,Fortnightly
826,41,Male,Boots,Footwear,1876,Nagpur,S,Yellow,Autumn,4,No,Standard,Yes,Yes,43,Credit Card,Fortnightly
827,49,Male,Sneakers,Footwear,58,Surat,XL,Green,Summer,4.2,No,Standard,Yes,Yes,40,Netbanking,Weekly
828,22,Male,Loafers,Footwear,4932,Nagpur,XXL,Black,Autumn,3.8,Yes,Store Pickup,Yes,No,1,Cash,Monthly
829,34,Male,Shirt,Clothing,2879,Chennai,XXL,Brown,Winter,4.6,No,Express,Yes,No,29,Netbanking,Quarterly
830,20,Female,Skirt,Clothing,2037,Nagpur,M,White,Autumn,1.8,No,Standard,No,Yes,30,Cash,Monthly
831,49,Female,Dress,Clothing,4495,Kolkata,L,Yellow,Winter,2.8,Yes,Free Shipping,No,No,27,Netbanking,Fortnightly
832,47,Male,Hoodie,Outwear,2653,Patna,XL,Navy,Autumn,2.2,No,Standard,Yes,Yes,5,Credit Card,Monthly
833,63,Male,Loafers,Footwear,4396,Mumbai,S,Green,Autumn,1.8,Yes,Next Day,Yes,No,43,Cash,Weekly
834,27,Male,Trousers,Clothing,2643,Bangalore,M,Pink,Winter,3.3,Yes,Standard,No,Yes,44,Cash,Annually
835,58,Female,Saree,Clothing,1470,Indore,M,Yellow,Autumn,1.2,Yes,Store Pickup,Yes,No,27,Credit Card,Weekly
836,60,Male,Cap,Accessories,3426,Bhopal,XL,Green,Winter,4.3,No,Free Shipping,Yes,No,2,Netbanking,Weekly
837,56,Male,Sandals,Footwear,964,Chennai,XL,Blue,Winter,3.1,Yes,Free Shipping,No,No,34,Credit Card,Annually
838,64,Male,Wallet,Accessories,3255,Kolkata,S,Brown,Autumn,1.8,Yes,Next Day,No,Yes,7,UPI,Fortnightly
839,21,Male,Denim Jacket,Outwear,2000,Bhopal,XXL,Yellow,Autumn,4,No,Store Pickup,Yes,Yes,49,UPI,Annually
840,16,Male,Ethnic Wear,Clothing,2816,Jaipur,M,Yellow,Autumn,1.8,Yes,Next Day,No,Yes,18,Cash,Weekly
841,37,Female,Flip Flops,Footwear,227,Chandigarh,S,White,Spring,3.2,Yes,Store Pickup,No,Yes,7,Cash,Quarterly
842,62,Male,Ethnic Wear,Clothing,2655,Nagpur,S,Black,Summer,3.7,Yes,Next Day,Yes,Yes,24,Cash,Weekly
843,50,Male,Ethnic Wear,Clothing,182,Kochi,XXL,Beige,Autumn,2.1,No,Next Day,Yes,No,39,Credit Card,Annually
844,25,Female,Windcheater,Outwear,4414,Nagpur,M,Black,Spring,3.5,Yes,Next Day,No,Yes,23,Cash,Quarterly
845,18,Female,Sunglasses,Accessories,3381,Patna,M,Grey,Winter,4.4,No,Express,No,No,26,Netbanking,Quarterly
846,45,Female,Windcheater,Outwear,2787,Surat,XL,Black,Winter,2,Yes,Store Pickup,Yes,No,29,Netbanking,Annually
847,41,Male,Watch,Accessories,3872,Pune,XXL,Beige,Autumn,2.2,No,Standard,Yes,Yes,21,UPI,Quarterly
848,44,Male,Denim Jacket,Outwear,1711,Indore,XXL,Beige,Winter,2.1,Yes,Next Day,Yes,Yes,26,Credit Card,Quarterly
849,64,Female,Formal Shoes,Footwear,2610,Bhubaneswar,XXL,Brown,Summer,3.7,Yes,Standard,Yes,Yes,3,Credit Card,Fortnightly
850,28,Male,Jewelry Set,Accessories,1764,Lucknow,S,Yellow,Spring,3.3,No,Next Day,No,Yes,18,Credit Card,Fortnightly
851,26,Female,Formal Shoes,Footwear,990,Patna,XXL,Grey,Winter,3.2,No,Free Shipping,Yes,Yes,42,UPI,Quarterly
852,24,Female,T-Shirt,Clothing,3893,Indore,XL,Black,Summer,3.3,No,Next Day,Yes,No,1,Netbanking,Monthly
853,21,Female,Jewelry Set,Accessories,584,Chennai,M,Navy,Spring,3.7,Yes,Standard,Yes,No,18,Cash,Annually
854,55,Female,Hoodie,Outwear,1404,Nagpur,L,White,Spring,4.9,Yes,Next Day,No,Yes,3,UPI,Annually
855,43,Female,Scarf,Accessories,351,Jaipur,XL,Beige,Summer,2.3,Yes,Express,Yes,Yes,19,Netbanking,Weekly
856,40,Male,Windcheater,Outwear,2234,Indore,L,Yellow,Autumn,2.6,No,Express,No,No,35,UPI,Quarterly
857,21,Female,Belt,Accessories,714,Surat,XXL,Blue,Summer,4.2,Yes,Express,Yes,Yes,23,Cash,Weekly
858,20,Male,Sandals,Footwear,130,Surat,XXL,Blue,Winter,3.3,No,Free Shipping,Yes,Yes,3,UPI,Weekly
859,21,Male,Kurta,Clothing,51,Bhopal,M,White,Summer,3.9,No,Free Shipping,Yes,No,12,Netbanking,Monthly
860,34,Male,Sports Shoes,Footwear,3645,Chennai,XXL,Red,Summer,1.7,Yes,Free Shipping,Yes,Yes,44,Cash,Fortnightly
861,70,Female,Formal Shoes,Footwear,1885,Chennai,XL,Beige,Spring,3.4,No,Express,No,No,22,UPI,Monthly
862,34,Male,Shirt,Clothing,549,Delhi,S,Pink,Spring,4.6,Yes,Store Pickup,No,Yes,43,Netbanking,Fortnightly
863,53,Female,Dress,Clothing,4980,Bangalore,XXL,Green,Spring,2.8,No,Free Shipping,No,No,48,Netbanking,Annually
864,53,Male,Flip Flops,Footwear,369,Nagpur,XL,Pink,Autumn,2.3,No,Next Day,No,No,9,UPI,Quarterly
865,24,Female,Hoodie,Outwear,3144,Hyderabad,XL,Yellow,Summer,2.7,Yes,Express,Yes,Yes,6,Cash,Quarterly
866,33,Female,Denim Jacket,Outwear,1640,Mumbai,XL,Grey,Winter,2.2,No,Express,Yes,No,38,Netbanking,Quarterly
867,26,Female,Puffer Jacket,Outwear,509,Nagpur,S,Blue,Spring,3.8,No,Express,Yes,No,13,Netbanking,Quarterly
868,56,Male,Shirt,Clothing,2793,Lucknow,XXL,Grey,Summer,3.4,No,Free Shipping,No,Yes,23,Netbanking,Fortnightly
869,39,Female,Trousers,Clothing,2036,Kolkata,L,Maroon,Winter,4.6,No,Next Day,No,No,36,Credit Card,Weekly
870,66,Male,Loafers,Footwear,4876,Bhubaneswar,M,White,Autumn,3.3,Yes,Free Shipping,Yes,No,48,UPI,Monthly
871,49,Female,Wallet,Accessories,3810,Bhubaneswar,L,Blue,Autumn,2.6,Yes,Free Shipping,Yes,No,49,Cash,Quarterly
872,56,Male,Flip Flops,Footwear,2700,Nagpur,XXL,Pink,Winter,4.1,No,Next Day,No,Yes,41,UPI,Monthly
873,62,Male,Shirt,Clothing,1616,Coimbatore,XXL,Green,Winter,4.2,No,Standard,No,No,13,UPI,Annually
874,57,Female,T-Shirt,Clothing,664,Nagpur,XL,Black,Autumn,3.5,Yes,Store Pickup,No,No,6,Credit Card,Quarterly
875,61,Female,Watch,Accessories,2352,Chennai,XXL,Black,Spring,4.8,Yes,Standard,No,No,23,UPI,Annually
876,17,Female,Trench Coat,Outwear,2673,Indore,M,Yellow,Summer,3.6,No,Store Pickup,Yes,Yes,46,UPI,Quarterly
877,24,Male,Jeans,Clothing,857,Coimbatore,M,Maroon,Winter,1.4,No,Free Shipping,No,Yes,26,Credit Card,Fortnightly
878,50,Male,Windcheater,Outwear,4318,Bhopal,XL,Maroon,Winter,3.2,Yes,Express,No,Yes,7,Credit Card,Weekly
879,57,Male,Sneakers,Footwear,449,Ahmedabad,XL,Red,Summer,1.9,Yes,Express,Yes,No,20,Netbanking,Quarterly
880,64,Female,Skirt,Clothing,4052,Mumbai,XL,Brown,Summer,1.2,Yes,Express,Yes,No,0,Credit Card,Fortnightly
881,41,Male,Sunglasses,Accessories,1267,Patna,S,Beige,Spring,2.1,No,Store Pickup,No,Yes,12,Credit Card,Annually
882,32,Female,Loafers,Footwear,996,Lucknow,XL,Red,Autumn,3.4,No,Express,Yes,Yes,2,Netbanking,Fortnightly
883,64,Female,Flip Flops,Footwear,1775,Ranchi,L,Yellow,Autumn,1.2,Yes,Store Pickup,No,Yes,32,Cash,Annually
884,69,Male,Saree,Clothing,2755,Kolkata,XL,Maroon,Autumn,3.9,No,Next Day,Yes,No,30,Credit Card,Weekly
885,22,Male,Ethnic Wear,Clothing,275,Bhubaneswar,S,Red,Spring,4.7,No,Next Day,No,Yes,6,Cash,Annually
886,43,Female,Flip Flops,Footwear,643,Jaipur,XL,Beige,Summer,2.2,Yes,Standard,No,Yes,16,Netbanking,Weekly
887,46,Male,T-Shirt,Clothing,137,Pune,S,Maroon,Winter,2.8,No,Free Shipping,Yes,No,4,UPI,Weekly
888,59,Female,Jacket,Clothing,264,Delhi,XL,Grey,Autumn,2.6,Yes,Store Pickup,Yes,Yes,49,Credit Card,Annually
889,67,Female,Denim Jacket,Outwear,219,Jaipur,M,White,Autumn,4.2,Yes,Store Pickup,No,No,50,UPI,Fortnightly
890,21,Female,Jewelry Set,Accessories,3757,Kochi,XXL,Black,Spring,3.6,No,Store Pickup,Yes,No,47,Credit Card,Quarterly
891,39,Female,Heels,Footwear,2866,Lucknow,M,Beige,Autumn,3.7,No,Free Shipping,No,Yes,38,Credit Card,Weekly
892,57,Female,Jewelry Set,Accessories,3712,Patna,M,Red,Spring,3,Yes,Store Pickup,No,Yes,36,UPI,Weekly
893,68,Female,Hoodie,Outwear,936,Coimbatore,XXL,Red,Summer,3.3,No,Store Pickup,Yes,Yes,43,Credit Card,Quarterly
894,62,Female,Dress,Clothing,4512,Indore,XXL,Beige,Autumn,1.9,No,Next Day,Yes,Yes,40,Netbanking,Weekly
895,66,Male,Sneakers,Footwear,4076,Hyderabad,S,Maroon,Spring,2,No,Free Shipping,Yes,Yes,12,Cash,Fortnightly
896,23,Male,Shirt,Clothing,1541,Bangalore,S,Green,Autumn,4.8,No,Free Shipping,No,Yes,44,Credit Card,Annually
897,29,Female,Blazer,Outwear,3530,Bhubaneswar,XXL,Pink,Summer,3.7,Yes,Next Day,No,No,1,Credit Card,Quarterly
898,50,Male,Puffer Jacket,Outwear,3482,Ranchi,XXL,Yellow,Autumn,5,No,Standard,No,Yes,30,Credit Card,Monthly
899,31,Male,Jeans,Clothing,3744,Indore,L,White,Autumn,1.1,No,Store Pickup,No,Yes,39,Netbanking,Fortnightly
900,53,Male,Kurta,Clothing,4167,Chandigarh,S,Brown,Winter,2.9,No,Store Pickup,Yes,No,37,Cash,Monthly
901,44,Female,Denim Jacket,Outwear,1353,Delhi,L,Navy,Spring,2.7,Yes,Standard,Yes,No,31,UPI,Fortnightly
902,63,Male,Puffer Jacket,Outwear,3106,Delhi,L,Black,Winter,2.4,No,Express,No,Yes,6,UPI,Weekly
903,44,Female,Sneakers,Footwear,3023,Bhopal,S,Maroon,Spring,3.5,Yes,Next Day,No,Yes,17,Netbanking,Monthly
904,20,Male,Hoodie,Outwear,2172,Nagpur,XL,Grey,Winter,4.6,Yes,Standard,Yes,Yes,5,UPI,Weekly
905,50,Female,Sweater,Outwear,4585,Jaipur,XL,Blue,Winter,3.3,Yes,Store Pickup,Yes,Yes,12,UPI,Annually
906,16,Female,Heels,Footwear,511,Coimbatore,S,Blue,Spring,3.3,Yes,Free Shipping,Yes,No,15,Netbanking,Weekly
907,46,Female,Sports Shoes,Footwear,1774,Pune,M,Grey,Summer,1.6,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly
908,56,Female,Flip Flops,Footwear,2983,Ahmedabad,L,Grey,Summer,4,Yes,Free Shipping,No,Yes,12,Credit Card,Quarterly
909,69,Male,Trench Coat,Outwear,1063,Kochi,XXL,Brown,Autumn,3.6,Yes,Express,No,No,49,Cash,Quarterly
910,20,Male,Jacket,Clothing,1212,Delhi,L,Green,Autumn,2.1,No,Free Shipping,No,No,30,Netbanking,Quarterly
911,37,Male,Sports Shoes,Footwear,4031,Surat,XXL,Brown,Summer,2,No,Free Shipping,No,Yes,20,Credit Card,Weekly
912,35,Male,Loafers,Footwear,2764,Coimbatore,XL,Green,Spring,3.4,Yes,Store Pickup,Yes,No,12,Credit Card,Monthly
913,67,Female,Watch,Accessories,4785,Coimbatore,M,Blue,Spring,3.6,Yes,Store Pickup,No,Yes,41,Netbanking,Annually
914,46,Female,Heels,Footwear,4674,Chandigarh,XXL,Yellow,Winter,2,Yes,Free Shipping,Yes,No,35,Netbanking,Fortnightly
915,67,Female,Saree,Clothing,4075,Chandigarh,XXL,Navy,Spring,3,No,Express,No,Yes,27,Netbanking,Monthly
916,43,Female,Trousers,Clothing,2585,Pune,M,Black,Summer,2.4,Yes,Standard,Yes,No,6,Credit Card,Weekly
917,29,Male,Jacket,Clothing,4661,Delhi,S,Blue,Spring,4.9,No,Free Shipping,No,Yes,14,UPI,Monthly
918,69,Male,Jewelry Set,Accessories,1262,Mumbai,XXL,Navy,Spring,4,Yes,Next Day,Yes,Yes,10,Cash,Monthly
919,23,Male,Scarf,Accessories,2036,Bhopal,M,White,Autumn,3.4,Yes,Express,No,Yes,0,UPI,Annually
920,54,Female,Trench Coat,Outwear,3674,Kolkata,M,Blue,Summer,2.6,No,Next Day,Yes,No,39,Netbanking,Fortnightly
921,59,Female,Watch,Accessories,3597,Coimbatore,L,Yellow,Summer,3,No,Next Day,Yes,No,9,Cash,Monthly
922,66,Female,Denim Jacket,Outwear,1716,Kolkata,L,Yellow,Autumn,2.1,No,Express,No,No,1,UPI,Fortnightly
923,67,Male,Sweater,Outwear,3205,Ranchi,L,Yellow,Autumn,1.1,No,Next Day,No,Yes,27,Credit Card,Annually
924,39,Female,Boots,Footwear,3940,Chennai,M,White,Winter,4.4,No,Free Shipping,Yes,Yes,5,UPI,Fortnightly
925,21,Female,Shirt,Clothing,3731,Hyderabad,L,Black,Autumn,2.1,Yes,Express,No,No,10,Cash,Weekly
926,19,Male,Ethnic Wear,Clothing,2381,Patna,XL,Grey,Winter,1.9,Yes,Store Pickup,Yes,Yes,49,Cash,Annually
927,65,Female,Sandals,Footwear,4553,Nagpur,M,Black,Winter,2,Yes,Free Shipping,Yes,No,32,Cash,Monthly
928,24,Male,Jacket,Clothing,416,Kochi,M,Black,Winter,4.4,No,Store Pickup,No,No,15,Netbanking,Weekly
929,26,Male,Saree,Clothing,569,Indore,M,Red,Spring,2.8,No,Next Day,No,No,41,Credit Card,Monthly
930,32,Female,Puffer Jacket,Outwear,1387,Coimbatore,XL,Black,Summer,1.8,No,Free Shipping,Yes,No,24,Netbanking,Annually
931,36,Female,Handbag,Accessories,1647,Mumbai,M,Grey,Winter,2.8,Yes,Free Shipping,No,Yes,9,Cash,Weekly
932,47,Female,Blazer,Outwear,3840,Chandigarh,L,White,Autumn,1.5,Yes,Express,Yes,Yes,18,Credit Card,Fortnightly
933,40,Female,Scarf,Accessories,659,Bhubaneswar,L,Yellow,Autumn,1.2,No,Standard,No,No,12,Credit Card,Monthly
934,22,Male,Sneakers,Footwear,4620,Jaipur,S,Red,Winter,3.5,No,Standard,No,No,21,Netbanking,Annually
935,39,Male,Belt,Accessories,4255,Ranchi,S,Pink,Autumn,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
936,25,Male,Sunglasses,Accessories,783,Bhubaneswar,XL,Green,Autumn,1.9,Yes,Free Shipping,Yes,Yes,12,Netbanking,Monthly
937,67,Male,Heels,Footwear,3517,Patna,XXL,Green,Winter,1,Yes,Express,Yes,No,46,Netbanking,Fortnightly
938,26,Female,Sports Shoes,Footwear,955,Bangalore,XL,Yellow,Spring,4.4,No,Store Pickup,No,No,33,UPI,Monthly
939,30,Male,Watch,Accessories,3574,Kochi,L,Yellow,Spring,3,No,Standard,No,No,6,UPI,Monthly
940,31,Female,Flip Flops,Footwear,1275,Pune,XXL,Brown,Spring,2.7,No,Next Day,No,No,5,UPI,Weekly
941,20,Female,Sweater,Outwear,486,Bhopal,XL,Grey,Winter,2.7,Yes,Free Shipping,No,Yes,19,UPI,Quarterly
942,53,Male,Windcheater,Outwear,3340,Bhopal,M,Green,Winter,3.4,Yes,Free Shipping,Yes,No,37,Netbanking,Fortnightly
943,21,Male,Jeans,Clothing,1249,Patna,XL,Pink,Summer,4.7,Yes,Standard,Yes,No,11,Cash,Weekly
944,59,Female,Jewelry Set,Accessories,4705,Bangalore,S,Black,Spring,2.3,Yes,Store Pickup,Yes,Yes,39,Cash,Weekly
945,68,Female,Heels,Footwear,900,Jaipur,XXL,Green,Summer,4.3,No,Express,Yes,No,38,Credit Card,Weekly
946,54,Male,Trousers,Clothing,2344,Delhi,XL,Yellow,Winter,3.8,No,Free Shipping,No,No,41,Netbanking,Quarterly
947,58,Female,Boots,Footwear,1744,Ahmedabad,XL,Black,Winter,1.1,Yes,Store Pickup,Yes,Yes,6,Netbanking,Weekly
948,34,Female,Sandals,Footwear,2641,Ranchi,M,Maroon,Autumn,2.7,Yes,Store Pickup,No,Yes,30,Cash,Annually
949,28,Female,Heels,Footwear,561,Delhi,S,Green,Autumn,1.7,No,Next Day,No,No,28,UPI,Annually
950,36,Male,Sweater,Outwear,80,Chennai,L,Grey,Summer,2.9,No,Express,Yes,Yes,15,Netbanking,Annually
951,42,Male,Formal Shoes,Footwear,95,Nagpur,L,Navy,Spring,2.3,Yes,Next Day,Yes,Yes,9,Credit Card,Monthly
952,49,Male,Cap,Accessories,3583,Delhi,XL,Maroon,Spring,3.2,No,Standard,No,No,1,Netbanking,Monthly
953,69,Female,Trousers,Clothing,3817,Bhubaneswar,XXL,White,Spring,4.3,Yes,Next Day,No,No,41,Cash,Weekly
954,32,Male,Cap,Accessories,4367,Ahmedabad,S,White,Autumn,2,Yes,Next Day,Yes,Yes,17,Netbanking,Fortnightly
955,47,Male,Handbag,Accessories,4395,Patna,L,Blue,Winter,4.7,No,Store Pickup,No,Yes,34,UPI,Fortnightly
956,37,Male,Hoodie,Outwear,3951,Mumbai,S,Black,Spring,1.7,No,Free Shipping,No,Yes,27,UPI,Weekly
957,64,Female,Wallet,Accessories,2555,Patna,XXL,Beige,Summer,1.3,Yes,Standard,Yes,Yes,4,Credit Card,Weekly
958,37,Male,Trousers,Clothing,4119,Patna,XL,Brown,Summer,2.9,No,Standard,No,Yes,22,UPI,Quarterly
959,62,Male,Boots,Footwear,727,Bangalore,M,Black,Spring,1.6,Yes,Next Day,No,Yes,21,Netbanking,Quarterly
960,65,Female,Skirt,Clothing,1759,Chennai,M,Navy,Autumn,4.1,Yes,Express,No,No,24,Credit Card,Annually
961,18,Female,Sneakers,Footwear,1560,Mumbai,XXL,Yellow,Summer,5,No,Free Shipping,No,Yes,20,Netbanking,Fortnightly
962,54,Male,Sandals,Footwear,4876,Hyderabad,XL,Pink,Spring,1.5,Yes,Free Shipping,Yes,No,34,Netbanking,Annually
963,19,Female,Jeans,Clothing,1141,Jaipur,XL,Black,Spring,2.4,No,Standard,No,Yes,31,Credit Card,Annually
964,17,Female,Hoodie,Outwear,2704,Chennai,S,Black,Summer,2.5,Yes,Free Shipping,No,No,7,UPI,Monthly
965,30,Male,Sandals,Footwear,2285,Lucknow,XXL,Brown,Summer,4.2,No,Store Pickup,No,Yes,25,Cash,Annually
966,58,Female,Hoodie,Outwear,2224,Delhi,M,Blue,Summer,4.8,Yes,Standard,No,Yes,30,Credit Card,Quarterly
967,26,Male,Shirt,Clothing,691,Surat,M,Black,Summer,3.5,Yes,Next Day,Yes,Yes,10,UPI,Quarterly
968,33,Male,Skirt,Clothing,4055,Patna,M,Red,Autumn,1.8,No,Express,No,No,8,Netbanking,Monthly
969,34,Female,Trench Coat,Outwear,2060,Bhubaneswar,S,Maroon,Autumn,2,No,Standard,Yes,No,37,UPI,Annually
970,68,Male,Formal Shoes,Footwear,2058,Hyderabad,S,White,Winter,4,Yes,Next Day,Yes,Yes,17,Cash,Monthly
971,61,Male,Saree,Clothing,132,Bhopal,S,Yellow,Winter,2.8,Yes,Standard,No,No,26,Netbanking,Monthly
972,58,Male,Scarf,Accessories,1215,Kolkata,XL,Yellow,Winter,4.5,Yes,Next Day,No,No,27,Cash,Annually
973,45,Male,Jacket,Clothing,523,Delhi,XL,Brown,Spring,1.8,Yes,Free Shipping,Yes,No,17,UPI,Quarterly
974,66,Male,Trousers,Clothing,4824,Chandigarh,L,Green,Winter,2.8,No,Next Day,No,No,10,Netbanking,Weekly
975,17,Male,Denim Jacket,Outwear,4000,Indore,M,Brown,Winter,1.4,No,Store Pickup,No,Yes,17,Credit Card,Quarterly
976,52,Male,Jeans,Clothing,1996,Lucknow,L,White,Winter,3.5,Yes,Express,Yes,No,49,Netbanking,Monthly
977,46,Male,Handbag,Accessories,1554,Pune,L,Maroon,Autumn,2,No,Store Pickup,Yes,No,42,Credit Card,Fortnightly
978,55,Male,Windcheater,Outwear,2026,Surat,S,Yellow,Spring,2.9,Yes,Store Pickup,No,No,14,Netbanking,Monthly
979,22,Male,Jeans,Clothing,1914,Bhopal,S,White,Autumn,2.6,Yes,Standard,No,Yes,14,UPI,Weekly
980,18,Female,Wallet,Accessories,115,Ranchi,XL,Blue,Spring,3.6,No,Express,Yes,No,15,Cash,Fortnightly
981,18,Female,Watch,Accessories,2289,Patna,M,Beige,Summer,4.7,No,Express,No,No,6,Cash,Monthly
982,16,Female,Boots,Footwear,2878,Nagpur,XL,Brown,Winter,1.1,Yes,Store Pickup,Yes,No,12,UPI,Weekly
983,62,Male,Sneakers,Footwear,1624,Kolkata,M,Black,Spring,2.8,No,Express,Yes,Yes,7,UPI,Annually
984,25,Male,Cap,Accessories,1323,Kochi,XL,Red,Winter,2.5,Yes,Next Day,Yes,Yes,48,UPI,Weekly
985,42,Male,Kurta,Clothing,3580,Ahmedabad,M,Green,Spring,4.5,Yes,Store Pickup,Yes,No,27,UPI,Monthly
986,36,Female,Blazer,Outwear,4986,Kolkata,S,White,Autumn,2.2,No,Standard,Yes,Yes,3,UPI,Monthly
987,46,Female,Skirt,Clothing,4776,Hyderabad,S,Brown,Winter,3.2,Yes,Express,Yes,Yes,32,Cash,Weekly
988,49,Male,Dress,Clothing,2147,Jaipur,L,Brown,Winter,4.3,Yes,Next Day,No,Yes,8,UPI,Fortnightly
989,20,Female,Sports Shoes,Footwear,4498,Bangalore,L,Pink,Winter,3.7,No,Standard,Yes,Yes,49,Cash,Fortnightly
990,36,Male,Jeans,Clothing,4819,Bangalore,S,Maroon,Winter,2.9,Yes,Next Day,No,Yes,50,Cash,Weekly
991,40,Male,Jewelry Set,Accessories,4148,Lucknow,L,Green,Winter,1.3,Yes,Store Pickup,No,No,31,Cash,Weekly
992,48,Male,Boots,Footwear,2593,Indore,XL,Red,Autumn,2.9,Yes,Store Pickup,Yes,Yes,42,Credit Card,Weekly
993,56,Female,Blazer,Outwear,746,Nagpur,XXL,Green,Winter,2.6,Yes,Express,No,Yes,17,UPI,Annually
994,39,Female,Handbag,Accessories,1414,Ranchi,XL,Maroon,Summer,3.2,Yes,Next Day,Yes,No,13,UPI,Quarterly
995,38,Male,Trench Coat,Outwear,4327,Chennai,M,Blue,Summer,2.1,Yes,Standard,No,No,33,Cash,Monthly
996,56,Female,Shirt,Clothing,1473,Patna,XL,Pink,Winter,3.1,No,Express,Yes,No,17,UPI,Weekly
997,60,Female,Kurta,Clothing,2437,Chennai,XXL,Navy,Spring,2.6,Yes,Standard,Yes,No,48,UPI,Annually
998,22,Female,Denim Jacket,Outwear,2083,Bangalore,XL,Red,Autumn,2.2,No,Express,No,No,48,Credit Card,Fortnightly
999,66,Male,Heels,Footwear,3043,Surat,XXL,Beige,Winter,2.2,Yes,Standard,No,No,19,Netbanking,Annually
1000,65,Male,Handbag,Accessories,912,Nagpur,M,Brown,Winter,4.3,No,Free Shipping,Yes,No,39,Cash,Annually
1001,59,Male,Shirt,Clothing,2406,Ahmedabad,M,White,Winter,4.9,No,Express,No,No,45,Cash,Quarterly
1002,67,Male,Formal Shoes,Footwear,757,Pune,XXL,Pink,Autumn,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Weekly
1003,24,Female,Denim Jacket,Outwear,2666,Ahmedabad,S,Grey,Summer,3.9,Yes,Store Pickup,No,No,24,Cash,Quarterly
1004,51,Male,Puffer Jacket,Outwear,107,Chennai,M,Red,Summer,3.3,No,Next Day,Yes,Yes,38,Cash,Weekly
1005,46,Female,Blazer,Outwear,2181,Lucknow,XXL,Blue,Autumn,4.7,Yes,Next Day,No,No,8,Cash,Fortnightly
1006,67,Male,Wallet,Accessories,4328,Ranchi,L,Blue,Spring,1.9,No,Store Pickup,No,No,1,UPI,Quarterly
1007,68,Male,Formal Shoes,Footwear,1786,Bhubaneswar,XXL,Brown,Winter,1.3,No,Free Shipping,No,No,26,Cash,Fortnightly
1008,60,Female,Handbag,Accessories,1085,Coimbatore,XXL,Grey,Summer,4.3,Yes,Free Shipping,Yes,No,25,Netbanking,Quarterly
1009,60,Male,Skirt,Clothing,974,Hyderabad,XL,Red,Summer,4.8,Yes,Store Pickup,Yes,No,24,Netbanking,Monthly
1010,40,Male,T-Shirt,Clothing,3752,Bangalore,L,Maroon,Winter,1.4,Yes,Express,No,No,22,Cash,Quarterly
1011,52,Male,Heels,Footwear,3996,Kochi,XL,Brown,Winter,3.5,No,Free Shipping,Yes,Yes,15,Credit Card,Monthly
1012,44,Male,Skirt,Clothing,2826,Lucknow,M,Pink,Winter,2.6,Yes,Express,No,Yes,3,Cash,Annually
1013,60,Male,Sweater,Outwear,4981,Delhi,XXL,Yellow,Summer,4.2,No,Store Pickup,Yes,Yes,45,Netbanking,Annually
1014,64,Female,Heels,Footwear,4711,Indore,L,Brown,Autumn,1.4,No,Express,No,No,40,UPI,Weekly
1015,34,Male,Wallet,Accessories,4119,Lucknow,XXL,Navy,Winter,4.8,Yes,Standard,Yes,Yes,18,UPI,Quarterly
1016,51,Male,Trench Coat,Outwear,3360,Bhubaneswar,S,Brown,Autumn,1.6,Yes,Next Day,No,Yes,41,Netbanking,Weekly
1017,51,Male,Boots,Footwear,4279,Bhubaneswar,M,Yellow,Spring,3.6,Yes,Store Pickup,Yes,No,0,Credit Card,Quarterly
1018,60,Female,Kurta,Clothing,2816,Mumbai,XXL,Black,Autumn,3.4,No,Store Pickup,Yes,No,42,Credit Card,Fortnightly
